Journeyid,custid,productid,Visitdate,Stage,Action,Duration
1743,60,15,17-11-2025,productpage,Click,86
1744,6,14,01-05-2025,Checkout,Purchase,48
1745,5,4,25-07-2024,Homepage,Click,270
1746,10,19,02-02-2023,ProductPage,Click,212
1747,2,9,08-02-2023,Homepage,Click,288
1748,61,20,04-10-2023,Checkout,Purchase,20
1749,25,9,01-09-2024,checkout,Drop-off,NULL
1750,7,5,10-11-2023,ProductPage,View,181
1751,47,9,04-04-2025,ProductPage,View,276
1752,2,9,12-07-2025,ProductPage,View,257
1753,18,9,17-04-2024,Homepage,View,108
1754,21,12,17-05-2025,ProductPage,View,98
1755,97,8,30-07-2023,Checkout,Drop-off,NULL
1756,41,17,15-09-2023,ProductPage,View,117
1757,82,9,17-08-2024,ProductPage,View,210
1758,98,16,04-07-2025,ProductPage,View,146
1759,51,15,15-08-2025,Homepage,View,99
1760,15,9,06-08-2023,Checkout,Drop-off,NULL
1761,47,1,09-09-2024,Checkout,Drop-off,NULL
1762,67,4,28-05-2024,Homepage,Click,259
1763,69,14,11-02-2023,Checkout,Purchase,126
1764,52,3,04-02-2023,ProductPage,View,294
1765,87,5,01-04-2023,ProductPage,View,283
1766,23,5,17-04-2025,Homepage,Click,95
1767,87,1,22-08-2023,Homepage,View,137
1768,46,4,09-02-2024,Checkout,Drop-off,NULL
1769,42,20,25-05-2023,ProductPage,View,242
1770,18,17,14-10-2024,Homepage,View,23
1771,67,15,14-01-2023,Homepage,View,209
1772,56,19,29-12-2023,ProductPage,View,75
1773,92,3,06-02-2024,ProductPage,View,245
1774,37,15,02-06-2023,Homepage,Click,223
1775,77,10,30-12-2023,productpage,Click,11
1776,22,15,06-09-2023,Homepage,View,70
1777,82,16,12-10-2025,ProductPage,View,176
1778,28,11,10-01-2025,ProductPage,View,34
1779,47,1,27-04-2024,Checkout,Drop-off,NULL
1780,93,14,20-03-2024,ProductPage,View,258
1781,91,5,15-04-2023,ProductPage,View,90
1782,23,2,06-03-2024,Checkout,Drop-off,NULL
1783,6,18,14-11-2024,Homepage,View,279
1784,50,13,03-04-2023,Checkout,Drop-off,NULL
1785,30,10,31-03-2025,Homepage,View,64
1786,2,18,18-01-2025,Checkout,Drop-off,NULL
1787,2,14,16-02-2023,ProductPage,View,163
1788,77,7,08-03-2023,Homepage,Click,263
1789,35,5,10-10-2025,productpage,Click,242
1790,10,13,01-11-2023,Homepage,View,111
1791,75,2,23-04-2025,productpage,View,148
1792,32,8,23-08-2025,Homepage,View,136
1793,75,6,29-10-2025,ProductPage,View,52
1794,50,9,02-06-2025,Homepage,View,76
1795,10,11,15-03-2024,ProductPage,View,174
1796,44,11,19-12-2023,Homepage,Click,127
1797,83,11,12-06-2023,Checkout,Purchase,209
1798,74,2,18-08-2024,Homepage,View,133
1799,12,11,28-10-2023,Homepage,Click,167
1800,22,11,29-12-2023,ProductPage,Click,143
1801,24,17,20-12-2024,Homepage,Click,74
1802,91,15,22-07-2024,Checkout,Purchase,293
1803,30,8,24-07-2023,ProductPage,View,252
1804,44,10,06-10-2023,Homepage,View,165
1805,87,4,07-02-2024,ProductPage,View,208
1806,2,11,11-01-2025,Homepage,View,256
1807,30,15,28-09-2023,homepage,View,95
1808,74,13,24-01-2024,ProductPage,View,277
1809,35,6,15-01-2024,Homepage,Click,66
1810,58,19,04-08-2024,Checkout,Purchase,198
1811,42,7,04-07-2023,Checkout,Drop-off,NULL
1812,5,8,27-06-2023,ProductPage,View,227
1813,28,7,22-07-2024,ProductPage,View,237
1814,87,12,14-06-2023,ProductPage,View,69
1815,81,3,22-03-2023,ProductPage,View,58
1816,9,20,10-08-2025,Checkout,Drop-off,NULL
1817,65,6,07-05-2025,Homepage,View,278
1818,91,10,04-05-2025,Homepage,Click,142
1819,100,2,18-04-2025,ProductPage,Drop-off,NULL
1820,17,6,16-02-2024,ProductPage,View,179
1821,93,3,20-12-2023,Checkout,Drop-off,NULL
1822,84,4,12-05-2023,ProductPage,View,233
1823,40,15,27-09-2023,ProductPage,View,55
1824,30,20,09-07-2025,Homepage,View,300
1825,23,20,03-10-2024,ProductPage,View,265
1826,21,2,17-10-2024,ProductPage,View,220
1827,16,4,31-10-2023,Homepage,Click,242
1828,59,5,03-01-2023,Homepage,View,172
1829,90,15,11-12-2024,Homepage,Click,34
1830,99,17,03-03-2025,Homepage,Click,81
1831,3,2,13-11-2023,Homepage,View,56
1832,33,20,12-01-2025,ProductPage,View,214
1833,9,10,30-01-2024,ProductPage,View,113
1834,78,20,30-08-2023,ProductPage,View,236
1835,56,9,15-12-2024,Checkout,Drop-off,NULL
1836,1,17,21-02-2025,Homepage,View,289
1837,94,1,28-07-2025,Checkout,Drop-off,NULL
1838,99,5,23-02-2025,Checkout,Drop-off,NULL
1839,41,3,17-10-2023,Checkout,Drop-off,NULL
1840,2,8,16-03-2023,Homepage,View,195
1841,64,11,22-11-2025,Homepage,View,169
1842,75,1,06-12-2024,ProductPage,View,127
1843,37,13,21-09-2025,Checkout,Drop-off,NULL
1844,88,14,23-03-2025,Checkout,Drop-off,NULL
1845,6,15,17-10-2023,Homepage,View,291
1846,21,2,18-03-2023,ProductPage,View,197
1847,15,3,30-11-2025,Homepage,View,38
1848,58,17,29-12-2024,Checkout,Drop-off,NULL
1849,67,12,04-09-2024,Homepage,View,76
1850,33,2,27-10-2023,Checkout,Drop-off,NULL
1851,36,7,07-11-2024,Homepage,View,135
1852,26,8,04-09-2024,Homepage,Click,163
1853,88,18,01-10-2023,homepage,View,107
1854,81,12,27-12-2024,ProductPage,View,82
1855,74,12,04-11-2024,Homepage,View,42
1856,2,19,25-07-2024,ProductPage,View,216
1857,95,18,30-03-2023,ProductPage,View,216
1858,87,17,18-07-2024,ProductPage,View,114
1859,92,10,05-09-2023,Homepage,View,116
1860,54,11,14-03-2024,Homepage,Click,270
1861,66,2,01-08-2023,Homepage,View,22
1862,62,4,27-09-2024,Homepage,View,293
1863,24,11,03-05-2025,Homepage,View,219
1864,23,9,27-08-2023,Homepage,Click,253
1865,74,15,24-08-2025,ProductPage,Click,190
1866,22,20,28-01-2025,Homepage,View,216
1867,46,18,29-05-2024,Homepage,View,92
1868,38,14,13-08-2025,Checkout,Drop-off,NULL
1869,21,14,02-06-2025,Homepage,View,152
1870,8,14,15-03-2023,Homepage,View,241
1871,21,2,24-06-2023,Homepage,Click,262
1872,40,20,28-08-2025,Homepage,View,123
1873,72,12,21-01-2025,Homepage,View,124
1874,29,13,18-07-2024,ProductPage,View,233
1875,67,18,12-08-2023,homepage,View,220
1876,98,5,16-10-2023,checkout,Drop-off,NULL
1877,34,15,28-06-2024,Homepage,Click,173
1878,63,14,09-10-2023,Checkout,Purchase,31
1879,90,16,04-10-2024,Homepage,Click,136
1880,53,9,16-03-2024,ProductPage,Click,257
1881,35,7,30-09-2025,Homepage,Click,166
1882,87,2,16-02-2024,Homepage,View,196
1883,73,13,29-12-2025,Homepage,View,292
1884,67,18,03-12-2024,Homepage,View,224
1885,43,18,15-12-2024,Checkout,Drop-off,NULL
1886,51,18,30-09-2025,ProductPage,View,93
1887,81,16,11-06-2025,Homepage,Click,77
1888,19,11,25-10-2025,ProductPage,Click,259
1889,51,5,20-04-2025,ProductPage,Click,154
1890,12,11,30-09-2023,Homepage,Click,162
1891,12,20,18-07-2025,ProductPage,Click,285
1892,92,2,10-08-2025,ProductPage,Click,155
1893,66,1,28-11-2024,Homepage,Click,47
1894,88,13,21-10-2025,Homepage,View,146
1895,81,10,16-09-2023,Checkout,Drop-off,NULL
1896,61,3,21-11-2025,Homepage,View,238
1897,32,11,05-03-2023,productpage,View,272
1898,49,16,29-05-2025,Homepage,View,182
1899,92,1,24-03-2023,ProductPage,View,33
1900,48,10,07-04-2023,Homepage,View,236
1901,34,15,15-12-2024,Checkout,Drop-off,NULL
1902,39,19,07-01-2024,Checkout,Drop-off,NULL
1903,37,10,26-09-2025,ProductPage,View,174
1904,1,14,15-11-2025,Homepage,View,110
1905,76,10,06-07-2024,ProductPage,View,171
1906,90,8,01-03-2025,Checkout,Drop-off,NULL
1907,34,15,26-07-2025,Homepage,View,166
1908,6,7,22-04-2023,ProductPage,View,172
1909,60,14,03-06-2024,ProductPage,View,219
1910,64,18,22-07-2025,Homepage,View,80
1911,12,19,28-03-2024,Checkout,Drop-off,NULL
1912,33,6,18-12-2023,Checkout,Drop-off,NULL
1913,49,11,20-11-2023,Homepage,View,17
1914,55,17,19-06-2025,ProductPage,View,134
1915,48,12,05-03-2024,Homepage,Click,62
1916,67,10,04-01-2024,ProductPage,Click,85
1917,2,13,21-01-2025,Checkout,Drop-off,NULL
1918,57,17,13-10-2024,Homepage,Click,157
1919,90,19,29-08-2024,Homepage,Click,216
1920,10,4,05-09-2024,ProductPage,Click,21
1921,28,12,30-03-2023,ProductPage,Click,172
1922,81,10,27-12-2023,ProductPage,Click,93
1923,95,13,07-08-2025,Checkout,Purchase,106
1924,25,3,30-09-2025,Homepage,View,249
1925,96,18,12-01-2023,ProductPage,View,179
1926,38,9,18-10-2023,ProductPage,View,201
1927,48,12,29-03-2023,ProductPage,View,189
1928,25,11,15-06-2023,ProductPage,View,13
1929,1,6,25-06-2025,Checkout,Drop-off,NULL
1930,90,18,20-02-2024,Checkout,Drop-off,NULL
1931,26,4,22-07-2023,Homepage,View,133
1932,56,17,04-09-2025,Homepage,View,148
1933,23,14,06-04-2023,Homepage,Click,111
1934,81,13,27-06-2023,Homepage,Click,158
1935,68,14,05-04-2024,ProductPage,Click,209
1936,81,20,21-02-2025,Homepage,View,248
1937,66,2,06-05-2023,ProductPage,View,225
1938,46,14,07-05-2025,ProductPage,View,166
1939,96,15,12-06-2024,Homepage,View,142
1940,54,6,18-10-2024,Checkout,Drop-off,NULL
1941,54,19,18-06-2024,homepage,Click,196
1942,75,12,27-04-2023,homepage,Click,225
1943,21,16,07-10-2025,Homepage,View,241
1944,59,9,16-01-2024,ProductPage,View,182
1945,22,10,16-03-2023,Homepage,View,68
1946,68,15,10-08-2024,ProductPage,View,285
1947,69,1,22-02-2025,ProductPage,View,229
1948,16,19,12-12-2023,Homepage,View,135
1949,25,2,23-04-2023,Homepage,View,238
1950,50,7,09-12-2025,Homepage,View,248
1951,77,13,06-06-2024,ProductPage,View,22
1952,94,2,11-02-2025,Homepage,Click,268
1953,20,10,26-02-2024,Homepage,View,232
1954,38,11,19-05-2023,Homepage,View,89
1955,76,2,12-10-2025,Homepage,View,262
1956,29,14,21-07-2023,Homepage,View,179
1957,10,16,11-03-2024,Homepage,Click,172
1958,98,18,25-06-2025,Homepage,Click,270
1959,68,2,12-07-2023,ProductPage,Click,106
1960,2,2,24-09-2023,Homepage,Click,101
1961,88,5,08-08-2023,Homepage,View,152
1962,31,3,23-12-2023,ProductPage,View,174
1963,72,3,30-07-2023,ProductPage,View,94
1964,26,11,19-06-2024,productpage,View,100
1965,2,3,22-11-2025,Homepage,View,73
1966,65,4,26-03-2024,checkout,Drop-off,NULL
1967,60,10,07-02-2025,Homepage,Click,57
1968,97,9,25-11-2025,Homepage,View,209
1969,44,2,17-11-2023,ProductPage,View,104
1970,28,3,12-07-2023,checkout,Drop-off,NULL
1971,100,6,18-08-2025,Homepage,Click,36
1972,19,10,06-01-2025,homepage,Click,288
1973,83,20,20-08-2023,ProductPage,Click,151
1974,66,18,22-01-2024,Homepage,View,76
1975,31,1,15-06-2024,ProductPage,View,85
1976,17,13,14-09-2024,ProductPage,View,171
1977,55,5,22-02-2023,productpage,View,166
1978,23,2,04-12-2024,Homepage,Click,281
1979,61,7,09-04-2025,homepage,Click,246
1980,84,9,24-01-2024,Checkout,Purchase,44
1981,68,6,06-10-2023,Homepage,Click,80
1982,21,20,25-03-2025,Homepage,View,189
1983,56,15,31-01-2024,Homepage,View,33
1984,44,10,27-11-2023,Homepage,View,160
1985,56,20,02-01-2024,Homepage,View,192
1986,98,4,11-04-2023,Homepage,Click,128
1987,66,14,11-06-2023,ProductPage,Drop-off,NULL
1988,20,12,08-09-2025,ProductPage,View,14
1989,45,1,30-11-2025,productpage,View,208
1990,97,9,30-05-2023,Homepage,Click,276
1991,85,15,20-01-2023,Homepage,View,74
1992,6,17,07-09-2023,Homepage,View,293
1993,51,13,30-05-2024,Homepage,View,173
1994,22,15,24-09-2024,Homepage,Click,176
1995,85,18,03-08-2023,Homepage,View,239
1996,74,17,03-02-2023,Checkout,Drop-off,NULL
1997,31,7,15-05-2023,ProductPage,View,236
1998,40,17,30-03-2025,Checkout,Drop-off,NULL
1999,26,14,09-07-2025,Homepage,View,88
2000,32,12,23-05-2025,Homepage,View,210
2001,29,3,04-06-2024,ProductPage,View,27
2002,73,1,24-11-2025,Checkout,Drop-off,NULL
2003,62,7,27-07-2024,Homepage,Click,82
2004,47,13,01-12-2024,Checkout,Purchase,230
2005,68,16,08-04-2024,Checkout,Drop-off,NULL
2006,71,8,22-04-2025,Homepage,Click,158
2007,83,19,01-07-2023,Checkout,Purchase,127
2008,73,7,07-11-2024,ProductPage,View,238
2009,22,18,22-08-2025,ProductPage,View,188
2010,42,16,11-12-2023,Homepage,View,269
2011,17,1,22-11-2025,Homepage,View,204
2012,50,17,08-10-2024,Checkout,Drop-off,NULL
2013,38,5,07-10-2023,ProductPage,View,31
2014,59,5,22-05-2023,Checkout,Drop-off,NULL
2015,42,20,01-08-2025,Checkout,Drop-off,NULL
2016,25,3,31-07-2025,ProductPage,View,290
2017,62,7,19-08-2023,Checkout,Drop-off,NULL
2018,95,4,20-04-2024,Homepage,Click,211
2019,81,15,02-02-2024,Homepage,View,87
2020,25,6,17-11-2024,ProductPage,View,173
2021,92,20,05-03-2023,Homepage,View,158
2022,70,8,13-11-2023,ProductPage,View,77
2023,84,2,20-02-2025,Homepage,View,238
2024,1,18,09-09-2025,ProductPage,View,114
2025,61,19,16-07-2023,Homepage,Click,56
2026,10,5,15-02-2024,Homepage,Click,295
2027,91,4,09-01-2023,Checkout,Drop-off,NULL
2028,24,7,19-05-2025,ProductPage,View,181
2029,90,13,01-08-2024,ProductPage,View,230
2030,21,10,10-06-2024,Homepage,View,171
2031,46,2,18-10-2023,Checkout,Drop-off,NULL
2032,7,2,15-07-2023,ProductPage,View,75
2033,77,2,19-09-2025,Homepage,View,273
2034,36,19,17-08-2025,Checkout,Drop-off,NULL
2035,46,18,19-08-2023,productpage,View,92
2036,70,4,12-08-2024,Homepage,Click,28
2037,72,2,10-02-2025,Homepage,View,180
2038,96,13,12-02-2023,ProductPage,View,288
2039,23,15,25-02-2025,Checkout,Drop-off,NULL
2040,1,1,11-03-2023,Homepage,Click,26
2041,75,18,08-09-2025,ProductPage,Click,34
2042,85,2,17-06-2024,Homepage,Click,211
2043,8,20,19-06-2023,Homepage,View,69
2044,33,7,05-11-2025,ProductPage,View,17
2045,97,20,02-07-2024,ProductPage,View,217
2046,93,12,20-04-2023,ProductPage,View,77
2047,59,18,07-04-2024,ProductPage,View,186
2048,20,6,14-01-2024,Checkout,Drop-off,NULL
2049,51,20,11-12-2023,ProductPage,View,142
2050,56,15,31-07-2023,Homepage,Click,126
2051,88,11,12-08-2025,ProductPage,Click,188
2052,31,11,05-04-2025,Homepage,View,192
2053,50,4,17-06-2024,ProductPage,View,289
2054,26,1,31-01-2023,Checkout,Drop-off,NULL
2055,91,16,01-10-2023,Checkout,Drop-off,NULL
2056,5,15,15-02-2024,ProductPage,View,129
2057,72,2,06-10-2024,Homepage,Click,240
2058,38,19,16-11-2023,ProductPage,Drop-off,NULL
2059,52,14,15-09-2024,Homepage,View,29
2060,99,7,20-06-2024,Homepage,View,133
2061,46,5,05-10-2023,ProductPage,View,112
2062,34,16,27-08-2025,Checkout,Drop-off,NULL
2063,52,13,18-07-2023,Homepage,Click,188
2064,30,12,09-09-2025,Homepage,Click,107
2065,40,4,29-09-2025,Homepage,View,130
2066,49,7,23-10-2023,Homepage,Click,186
2067,13,1,05-11-2023,Homepage,Click,255
2068,26,14,17-05-2023,Homepage,View,18
2069,89,12,09-03-2023,ProductPage,View,123
2070,6,10,05-07-2025,Homepage,View,154
2071,22,3,23-08-2025,Checkout,Drop-off,NULL
2072,1,20,29-05-2023,Checkout,Drop-off,NULL
2073,18,14,12-08-2023,ProductPage,View,25
2074,38,2,29-12-2024,Homepage,View,137
2075,21,9,09-07-2024,Checkout,Drop-off,NULL
2076,98,3,28-11-2023,ProductPage,View,208
2077,98,10,15-11-2024,Checkout,Drop-off,NULL
2078,84,20,15-06-2025,Homepage,Click,56
2079,4,13,02-10-2023,ProductPage,Click,153
2080,87,16,09-10-2023,Homepage,View,121
2081,26,15,10-11-2025,Checkout,Drop-off,NULL
2082,68,11,06-03-2024,Homepage,Click,42
2083,19,13,11-01-2025,ProductPage,Click,162
2084,88,6,17-08-2024,homepage,View,174
2085,50,5,24-06-2024,Homepage,Click,43
2086,43,10,16-01-2024,Homepage,Click,176
2087,4,5,01-07-2023,Homepage,Click,135
2088,32,2,05-10-2025,Homepage,View,130
2089,85,18,20-11-2023,ProductPage,View,214
2090,78,2,12-09-2023,ProductPage,View,46
2091,41,9,23-08-2023,ProductPage,View,44
2092,64,12,17-11-2025,Homepage,Click,243
2093,52,6,05-11-2023,Homepage,Click,300
2094,18,2,11-02-2025,productpage,Click,231
2095,7,16,10-11-2024,Homepage,Click,57
2096,60,5,28-01-2025,Checkout,Purchase,242
2097,54,17,15-06-2024,Homepage,View,142
2098,82,19,13-11-2023,Checkout,Drop-off,NULL
2099,89,15,24-05-2023,Homepage,View,185
2100,15,17,30-12-2023,ProductPage,View,97
2101,53,15,14-08-2024,Homepage,View,198
2102,81,1,30-05-2024,Homepage,View,281
2103,1,17,29-01-2024,Homepage,Click,211
2104,37,14,03-07-2025,Checkout,Drop-off,NULL
2105,70,12,04-08-2025,Homepage,View,295
2106,83,11,14-02-2023,Checkout,Drop-off,NULL
2107,58,12,29-12-2025,Homepage,Click,177
2108,34,5,27-05-2025,Homepage,View,226
2109,27,7,22-07-2023,Homepage,View,163
2110,67,14,03-06-2025,ProductPage,View,240
2111,94,10,04-07-2023,ProductPage,View,28
2112,30,15,15-04-2024,productpage,View,156
2113,11,16,12-10-2024,ProductPage,View,137
2114,40,5,28-09-2025,Homepage,View,298
2115,22,17,20-10-2024,Homepage,View,77
2116,20,8,10-11-2025,ProductPage,View,156
2117,63,16,06-12-2023,Homepage,Click,29
2118,70,19,27-01-2024,Homepage,View,176
2119,23,17,28-08-2024,Homepage,View,97
2120,77,20,11-05-2024,Checkout,Drop-off,NULL
2121,66,7,26-01-2023,ProductPage,View,282
2122,21,5,28-08-2023,Homepage,View,79
2123,14,17,03-03-2025,Homepage,View,49
2124,1,3,23-09-2023,ProductPage,View,161
2125,21,14,21-01-2025,Checkout,Drop-off,NULL
2126,16,7,10-07-2023,Homepage,Click,217
2127,98,16,18-12-2024,Checkout,Purchase,292
2128,45,17,13-12-2023,Checkout,Drop-off,NULL
2129,89,11,02-01-2025,Checkout,Drop-off,NULL
2130,30,15,14-04-2024,Homepage,View,130
2131,48,4,08-02-2024,Checkout,Drop-off,NULL
2132,13,4,17-03-2023,ProductPage,View,22
2133,73,9,24-05-2024,Homepage,Click,208
2134,60,4,04-05-2025,ProductPage,Click,160
2135,53,19,24-04-2023,Homepage,View,272
2136,16,12,17-10-2023,Checkout,Drop-off,NULL
2137,54,16,20-07-2025,productpage,View,117
2138,33,18,04-04-2024,ProductPage,View,133
2139,49,11,11-04-2024,ProductPage,View,84
2140,48,16,20-06-2024,Homepage,Click,29
2141,40,3,22-09-2025,ProductPage,Click,191
2142,34,11,31-07-2023,Homepage,Click,224
2143,46,16,04-12-2024,ProductPage,Click,283
2144,82,14,15-10-2024,Homepage,View,281
2145,66,19,01-06-2025,ProductPage,View,207
2146,54,1,01-10-2025,ProductPage,View,187
2147,83,3,12-06-2024,Checkout,Drop-off,NULL
2148,39,10,26-12-2024,ProductPage,View,176
2149,33,14,24-12-2023,Homepage,Click,63
2150,14,13,23-10-2023,Homepage,Click,121
2151,73,9,18-02-2024,Homepage,View,152
2152,41,15,31-12-2024,ProductPage,View,262
2153,65,16,09-02-2024,ProductPage,View,289
2154,19,9,14-01-2025,Checkout,Drop-off,NULL
2155,70,14,24-04-2023,ProductPage,View,126
2156,30,20,05-04-2024,Homepage,View,60
2157,90,16,10-03-2024,Checkout,Drop-off,NULL
2158,3,14,18-06-2023,ProductPage,View,39
2159,4,8,15-12-2025,ProductPage,View,259
2160,66,10,05-09-2025,Homepage,View,150
2161,42,17,18-12-2023,ProductPage,View,144
2162,26,15,09-06-2023,Homepage,Click,219
2163,46,18,26-07-2025,ProductPage,Click,217
2164,29,3,04-07-2023,Checkout,Purchase,174
2165,45,4,12-10-2025,ProductPage,View,35
2166,99,14,24-06-2023,ProductPage,View,246
2167,29,6,08-04-2025,productpage,View,123
2168,84,11,17-01-2023,Homepage,View,22
2169,5,19,13-01-2024,homepage,View,135
2170,67,10,08-09-2024,Checkout,Drop-off,NULL
2171,73,7,03-05-2023,Checkout,Drop-off,NULL
2172,61,8,01-12-2024,Homepage,Click,139
2173,98,2,14-01-2023,ProductPage,Click,298
2174,95,3,30-07-2024,Checkout,Purchase,63
2175,12,10,28-03-2024,Homepage,Click,280
2176,63,7,02-08-2025,ProductPage,Click,134
2177,77,19,06-01-2025,ProductPage,Click,183
2178,34,5,22-08-2023,productpage,Click,41
2179,63,6,01-10-2024,Checkout,Purchase,122
2180,72,14,17-11-2023,Homepage,Click,106
2181,59,17,25-09-2024,Checkout,Purchase,145
2182,72,9,21-06-2023,homepage,View,19
2183,54,18,11-10-2024,Homepage,Click,294
2184,34,7,02-06-2023,ProductPage,Click,275
2185,39,12,17-03-2023,ProductPage,Click,57
2186,57,20,03-12-2023,ProductPage,Click,224
2187,1,9,23-10-2024,Checkout,Purchase,10
2188,95,2,06-06-2023,ProductPage,View,237
2189,49,20,06-01-2025,ProductPage,View,130
2190,33,16,10-05-2025,Homepage,Click,233
2191,7,8,23-12-2024,ProductPage,Click,289
2192,93,17,21-06-2024,Homepage,Click,48
2193,19,20,25-11-2024,Homepage,Click,162
2194,33,14,04-06-2023,Checkout,Purchase,217
2195,75,10,24-01-2025,ProductPage,View,258
2196,46,12,21-04-2025,ProductPage,View,150
2197,58,2,25-03-2024,ProductPage,View,23
2198,34,16,01-09-2023,ProductPage,View,187
2199,7,15,31-01-2023,Homepage,View,122
2200,93,16,08-05-2024,Checkout,Drop-off,NULL
2201,84,6,10-07-2025,ProductPage,View,45
2202,5,3,07-09-2024,Homepage,Click,121
2203,6,11,22-08-2024,ProductPage,Click,136
2204,81,3,18-01-2023,ProductPage,Click,234
2205,100,9,23-08-2024,Homepage,Click,20
2206,10,1,10-03-2025,Homepage,Click,16
2207,11,14,17-03-2025,Homepage,Click,52
2208,60,1,04-06-2025,ProductPage,Click,281
2209,97,4,19-04-2025,Checkout,Purchase,23
2210,89,17,30-11-2024,Checkout,Drop-off,NULL
2211,67,7,06-04-2025,Homepage,View,34
2212,49,17,14-01-2025,Homepage,View,152
2213,84,14,29-07-2023,Checkout,Drop-off,NULL
2214,92,14,15-08-2024,ProductPage,View,258
2215,49,19,14-02-2023,Checkout,Drop-off,NULL
2216,51,16,05-08-2025,ProductPage,View,249
2217,28,20,19-06-2024,Homepage,View,28
2218,51,3,14-12-2025,Homepage,Click,115
2219,14,20,02-01-2024,Homepage,Click,145
2220,99,3,26-06-2024,ProductPage,Click,281
2221,41,12,08-07-2023,Homepage,View,292
2222,84,3,19-05-2023,Homepage,Click,222
2223,61,20,11-11-2023,ProductPage,Click,159
2224,88,4,01-06-2023,Checkout,Purchase,89
2225,44,10,29-10-2023,ProductPage,View,107
2226,4,9,20-03-2024,Homepage,View,259
2227,35,13,30-07-2025,Checkout,Drop-off,NULL
2228,92,14,18-08-2023,Homepage,Click,193
2229,7,8,11-06-2023,ProductPage,Click,181
2230,74,3,11-01-2023,Checkout,Purchase,219
2231,70,2,12-03-2023,Homepage,View,20
2232,35,16,18-06-2023,Homepage,View,89
2233,95,6,07-01-2024,Homepage,Click,266
2234,31,3,03-07-2025,Checkout,Purchase,107
2235,13,8,14-05-2023,Checkout,Drop-off,NULL
2236,41,16,20-12-2025,ProductPage,View,171
2237,72,4,02-05-2023,Homepage,View,52
2238,22,19,14-11-2024,Homepage,View,268
2239,83,18,30-03-2025,Homepage,Click,134
2240,19,6,09-06-2025,ProductPage,Click,107
2241,84,1,12-01-2024,productpage,Click,15
2242,54,6,17-11-2024,Homepage,View,234
2243,25,4,20-03-2025,ProductPage,View,141
2244,22,3,17-05-2025,ProductPage,View,139
2245,33,17,16-02-2025,Homepage,View,247
2246,11,15,04-06-2023,ProductPage,View,114
2247,38,18,25-04-2025,Checkout,Drop-off,NULL
2248,36,20,16-05-2024,ProductPage,View,152
2249,61,2,21-07-2025,ProductPage,View,131
2250,25,9,29-05-2025,ProductPage,View,122
2251,42,14,07-08-2025,ProductPage,View,231
2252,3,7,12-01-2023,Homepage,View,64
2253,57,15,26-05-2023,ProductPage,View,274
2254,74,1,28-08-2025,Homepage,Click,151
2255,13,12,23-09-2025,Homepage,View,281
2256,3,13,15-12-2025,Homepage,View,284
2257,37,12,10-11-2025,ProductPage,View,87
2258,77,9,01-08-2023,Homepage,View,221
2259,73,15,24-12-2025,ProductPage,View,133
2260,17,18,26-12-2025,Homepage,Click,92
2261,93,13,13-05-2023,ProductPage,Click,74
2262,83,9,08-09-2025,Checkout,Purchase,117
2263,38,1,21-04-2024,ProductPage,View,67
2264,73,5,13-04-2025,Homepage,View,249
2265,1,11,01-09-2024,Homepage,View,15
2266,97,11,27-08-2025,Homepage,Click,227
2267,29,18,07-04-2023,Homepage,Click,194
2268,83,16,24-12-2023,Homepage,Click,284
2269,59,11,23-12-2024,Checkout,Drop-off,NULL
2270,89,3,02-11-2023,ProductPage,View,222
2271,1,7,17-09-2025,Checkout,Drop-off,NULL
2272,57,6,20-08-2023,Checkout,Drop-off,NULL
2273,65,18,28-03-2023,ProductPage,View,70
2274,27,1,12-09-2024,Checkout,Drop-off,NULL
2275,28,1,08-07-2025,ProductPage,View,21
2276,10,19,07-11-2025,Homepage,View,12
2277,45,5,14-07-2025,Checkout,Drop-off,NULL
2278,81,9,22-06-2024,Homepage,Click,270
2279,33,2,05-09-2025,ProductPage,Click,149
2280,90,16,17-04-2023,Homepage,Click,183
2281,93,4,21-04-2024,ProductPage,Click,172
2282,69,2,05-01-2023,Homepage,View,55
2283,65,15,24-08-2023,ProductPage,View,254
2284,58,3,12-06-2023,ProductPage,View,292
2285,45,7,22-07-2024,ProductPage,View,276
2286,8,19,20-11-2023,Homepage,View,63
2287,87,3,18-02-2023,Homepage,View,120
2288,29,4,27-07-2023,Homepage,Click,141
2289,91,12,16-07-2023,ProductPage,Click,252
2290,97,15,09-01-2024,Homepage,View,53
2291,93,19,03-03-2024,ProductPage,View,266
2292,19,2,25-06-2025,ProductPage,View,216
2293,73,5,27-06-2024,Checkout,Drop-off,NULL
2294,66,7,06-06-2025,ProductPage,View,134
2295,67,9,04-07-2025,Homepage,View,239
2296,44,9,22-01-2023,ProductPage,View,143
2297,70,15,18-12-2023,Homepage,View,203
2298,85,2,26-11-2024,Homepage,View,179
2299,45,2,04-07-2023,ProductPage,View,188
2300,45,12,10-02-2024,ProductPage,View,298
2301,24,1,06-10-2025,Homepage,View,285
2302,36,2,19-04-2025,Checkout,Drop-off,NULL
2303,58,3,08-09-2025,Homepage,View,155
2304,79,16,27-05-2024,ProductPage,View,13
2305,95,9,06-09-2025,productpage,View,58
2306,37,18,21-01-2023,Checkout,Drop-off,NULL
2307,5,11,28-06-2023,ProductPage,View,104
2308,34,8,16-07-2023,Homepage,Click,121
2309,21,7,20-08-2025,ProductPage,Click,30
